text,label,processed
@btstwit_ shady af lol the management said no reservation on 11 sept :)  https://t.co/9QW1TJcnzD,1,||T|| shady af lol the management said NOT reservation on 11 sept ||P|| ||U||
@rsilver710 I love you and miss those hammies thank you :),1,||T|| I love you and miss those hammies thank you ||P||
I'm going to sleep before I upset myself any further :(,0,I'm going to sleep before I upset myself any further ||N||
i think someone hacked my other acc :(,0,i think someone hacked my other acc ||N||
@ArcaneToaster My town's sister town :D,1,||T|| My town's sister town ||ExP||
Need smoke and need ice :)),1,Need smoke and need ice ||P|| )
Had an absolutely amazing time in Kenya! It was a emotional roller coaster but an experience I'm glad I had :) http://t.co/EPsQflEctx,1,Had an absolutely amazing time in Kenya! It was a emotional roller coaster but an experience I'm glad I had ||P|| ||U||
@DC_krystal94 really? Not on the 18th?? Kk i'm still not ready for school! :(,0,||T|| really? NOT on the 18th?? Kk i'm still NOT ready for school! ||N||
I'll regret rn tomorrow morning but its whatever :),1,I'll regret rn tomorrow morning but its whatever ||P||
@imynnx done yun :),1,||T|| done yun ||P||
@Carol1MY @AmberContact @fieldfarefoods good stuff :). Love a bit of salmon,1,||T|| ||T|| ||T|| good stuff ||P|| . Love a bit of salmon
@Podolski10 heads up! :),1,||T|| heads up! ||P||
@priyashaki93 hehe..ok da..am leaving now..see u again.ensoi lunch and day..keep smiles n tc madam :)),1,||T|| hehe..ok da..am leaving now..see u again.ensoi lunch and day..keep smiles n tc madam ||P|| )
@didUsayBigfoot u knw wht I'm big fan of them n went on their set once bt didn't get chance to meet... :(,0,||T|| u knw wht I'm big fan of them n went on their set once bt NOT get chance to meet... ||N||
@riiiyyaaaaa oKKay :)),1,||T|| oKKay ||P|| )
@OrestePerka Visit my blog http://t.co/UzOAqroWKx thanks :D,1,||T|| Visit my blog ||U|| thanks ||ExP||
"@j13ssk Hi there, oh no :( Let's take a look at this for you, please chat to us here http://t.co/otFGtFoeyF",0,"||T|| Hi there, oh NOT ||N|| Let's take a look at this for you, please chat to us here ||U||"
No Delphy :(,0,NOT Delphy ||N||
@Moulinparikh Ha! my mistake! Thanks for pointing it out! :),1,||T|| Ha! my mistake! Thanks for pointing it out! ||P||
@EmilyBett wishing you a happy birthday have an awesome fun filled day :D,1,||T|| wishing you a happy birthday have an awesome fun filled day ||ExP||
"@wishinguponstar We couldn't have said it better ourselves, Kelly! So glad you're enjoying your nibbles :)",1,"||T|| We couldn't have said it better ourselves, Kelly! So glad you're enjoying your nibbles ||P||"
@daftatonix I thought we were friends :(,0,||T|| I thought we were friends ||N||
@swelcome me too :(,0,||T|| me too ||N||
"@zXw0lfXz Hi Adrian, you should have this parcel on Monday or Tuesday :) -Pris",1,"||T|| Hi Adrian, you should have this parcel on Monday or Tuesday ||P|| -Pris"
"True Life :~
I Cant Hide Anything From You... :(
.
.
But When Its About Love...❤
.
.
        *I HAVE TO...*  ^_^... http://t.co/uVJzARE3tp",0,True Life :~ I Cant Hide Anything From You... ||N|| . . But When Its About Love...❤ . . *I HAVE TO...* ^_^... ||U||
alright &amp; last winner will be @bizzleftdemi :) dm me ur email,1,alright &amp; last winner will be ||T|| ||P|| dm me ur email
Many thanks to all :) via @ManoharRpm,1,Many thanks to all ||P|| via ||T||
I can't smile :(,0,I NOT smile ||N||
#FF to @TashaFairybro @dorkfaceblog @BeckyBedbug @SaidByAlisha @_OliviaJadexo @UnderToWonder @fineanddandy &lt;3 these ladies! :),1,#FF to ||T|| ||T|| ||T|| ||T|| ||T|| ||T|| ||T|| &lt;3 these ladies! ||P||
@WorldPerceived Thanks for the sharing the article :) @thebetterindia,1,||T|| Thanks for the sharing the article ||P|| ||T||
"Exactly! :) Mauliate, ito!  https://t.co/er8j0LHkiM",1,"Exactly! ||P|| Mauliate, ito! ||U||"
@SANDEUL203092 fine!! :(,0,||T|| fine!! ||N||
Another dissapointed review :( http://t.co/HlnZzdW0Tz #bbloggers #makeup #beauty @BBlogRT @BBloggersUnite @FemaleBloggerRT,0,Another dissapointed review ||N|| ||U|| #bbloggers #makeup #beauty ||T|| ||T|| ||T||
@Opera_North love it! Have a #FabFriday :),1,||T|| love it! Have a #FabFriday ||P||
A year ago I married my first love and my best friend.  Thanks for an amazing year Glenn!  I love being your wife! :) http://t.co/CbiP1LHLuc,1,A year ago I married my first love and my best friend. Thanks for an amazing year Glenn! I love being your wife! ||P|| ||U||
#FollowFriday @Z_Intl_Agency @Tivipro @compexly for being top supports in my community this week :),1,#FollowFriday ||T|| ||T|| ||T|| for being top supports in my community this week ||P||
Sucks everyones knocked :(,0,Sucks everyones knocked ||N||
"@ArakinUK @Huskyteer you don't pay until the end of the campaign, it's kickstarter :)",1,"||T|| ||T|| you don't pay until the end of the campaign, it's kickstarter ||P||"
Pls win :(,0,Pls win ||N||
@sylar316 Nice :D,1,||T|| Nice ||ExP||
so wtf should I do today ?.....:((((,0,so wtf should I do today ?... ||N|| (((
I hate how I I get no texts to look at after my shift because everyone's just waking up :-(,0,I hate how I I get NOT texts to look at after my shift because everyone's just waking up ||N||
OMG selena tweets while i was busy out :(,0,OMG selena tweets while i was busy out ||N||
MY snapchat - JillMill19 #snapchat #kikmeboys #hot #webcam #teens #elfindelmundo #sexi :) http://t.co/HFYIeohQZv,1,MY snapchat - JillMill19 #snapchat #kikmeboys #hot #webcam #teens #elfindelmundo #sexi ||P|| ||U||
@MatttCastro You lyin :( lmao,0,||T|| You lyin ||N|| lmao
You need to come back to England....:(  @MacHarmon,0,You need to come back to England... ||N|| ||T||
ate ayex what do you eat? youre sexy :((( — I swear I eat a lot. No chill lamon haha http://t.co/CfOxw5wljZ,0,ate ayex what do you eat? youre sexy ||N|| (( — I swear I eat a lot. NOT chill lamon haha ||U||
They didn't care that I was a Muslim :(,0,They NOT care that I was a Muslim ||N||
Just found out my flight home is 13 hours long :(((((((,0,Just found out my flight home is 13 hours long ||N|| (((
@babynizayn sure. Done. :),1,||T|| sure. Done. ||P||
@luminousljp WAIT WHATS HIS SNPCAHT if you don't mind me asking :-),1,||T|| WAIT WHATS HIS SNPCAHT if you don't mind me asking ||P||
@graphic_foodie that one at the bottom looks like a boob :),1,||T|| that one at the bottom looks like a boob ||P||
@ImAngelinaValen  Aztec princess.  :),1,||T|| Aztec princess. ||P||
@RK1610IsMe Hai Rajeev..hope u r hvng a funfilled friday.It ws realy amazing to c diff side of Kabir.Fell in luv with u again :) A smile pls,1,||T|| Hai Rajeev..hope u r hvng a funfilled friday.It ws realy amazing to c diff side of Kabir.Fell in luv with u again ||P|| A smile pls
@ellenRstewart where are you off to next? :),1,||T|| where are you off to next? ||P||
just wanna see ed sheeran preform tonight :(,0,just wanna see ed sheeran preform tonight ||N||
@justinbieber i love u :),1,||T|| i love u ||P||
@FuzionDroid @iphonetips1 :( the cold never bothered me anyway.,0,||T|| ||T|| ||N|| the cold NOT bothered me anyway.
"Hope #DJDerek is found safe &amp; well had many fun times at his gigs, absolute legend :(",0,"Hope #DJDerek is found safe &amp; well had many fun times at his gigs, absolute legend ||N||"
@SeaveyDaniel I've been supporting you since the audition of american idol and until now.. ugh you still don't notice me :(,0,||T|| I've been supporting you since the audition of american idol and until now.. ugh you still don't notice me ||N||
@BarbieDevotees lyka follow back na :),1,||T|| lyka follow back na ||P||
"@TheSYLEPress @SciFiNow Great! I regret not getting a signed copy of #DeathOfGrass. John added ""thanks for loan of the lawnmower"" :-)",1,"||T|| ||T|| Great! I regret NOT getting a signed copy of #DeathOfGrass. John added ""thanks for loan of the lawnmower"" ||P||"
Up early for work. :),1,Up early for work. ||P||
“@INyan99: oh poor baby :( 😁 https://t.co/JQwjFTnppG” 😭,0,“||T||: oh poor baby ||N|| 😁 ||U|| 😭
"Well.. This worth a repath :)

(Repath Kak Adis) [pic] — https://t.co/xAEEe2tfdI",1,Well.. This worth a repath ||P|| (Repath Kak Adis) [pic] — ||U||
"@wimagazine @BelDragon_R perfect timing seeing this tweet, have sent an email for more info, recently engaged :D",1,"||T|| ||T|| perfect timing seeing this tweet, have sent an email for more info, recently engaged ||ExP||"
@hitgal_hashmi me also good.. But why are u not present here?? Have not seen u long time :(,0,||T|| me also good.. But why are u NOT present here?? Have NOT seen u long time ||N||
@shobanam not person. Small things u expect from person u love the most :),1,||T|| NOT person. Small things u expect from person u love the most ||P||
@Faakh Lsa :D :D :D unexpected response fron unexpected person ;),1,||T|| Lsa ||ExP|| ||ExP|| ||ExP|| unexpected response fron unexpected person ;)
@heyclaireee is back! thnx God!!! i'm so happy :),1,||T|| is back! thnx God!!! i'm so happy ||P||
@justinbieber it makesme happy to see this :) keep smiling we love u,1,||T|| it makesme happy to see this ||P|| keep smiling we love u
@Kellipage17 Seriously?! That's amazing! #jealous Why am I never a first fan :( haha,0,||T|| Seriously?! That's amazing! #jealous Why am I NOT a first fan ||N|| haha
I want to go on holiday damn it. Why must these days drag!? &gt;:(,0,I want to go on holiday damn it. Why must these days drag!? &gt; ||N||
@Linduhhh9 @doloresssvee there it is haha hope I don't got work tho.. Bout to quit if I do :p,1,||T|| ||T|| there it is haha hope I don't got work tho.. Bout to quit if I do :p
FeyTyaz Follback ya :),1,FeyTyaz Follback ya ||P||
@sophieb666 I couldn't agree more :-),1,||T|| I couldn't agree more ||P||
"NeoBytes :) Universal Pictures seeds pirated movie copy, files takedown notice against itself http://t.co/4ESrPPRXCA",1,"NeoBytes ||P|| Universal Pictures seeds pirated movie copy, files takedown notice against itself ||U||"
Wacky :D https://t.co/UThCcBQnKD,1,Wacky ||ExP|| ||U||
2 months waiting and I finally have my @Jack_Septic_Eye hoodie! :) eeeep! Yay! #SoHappyRightNow,1,2 months waiting and I finally have my ||T|| hoodie! ||P|| eeep! Yay! #SoHappyRightNow
@QueenBiankee hehe :-) (Smiling from ear to ear- ME) :-D,1,||T|| hehe ||P|| (Smiling from ear to ear- ME) ||ExP||
@ljenkins314 @fringenerd @Noin007 I like paper books :(,0,||T|| ||T|| ||T|| I like paper books ||N||
@BabySyasya_97 i need translator :(,0,||T|| i need translator ||N||
"Physically, emotionally, mentally, #TIERD :(",0,"Physically, emotionally, mentally, #TIERD ||N||"
"@EllieVond @SkeletonSweets @Justin_Naito @justcallmerizzo No actually, you don't. Bye bye indeed. Go take your drama elsewhere. :)",1,"||T|| ||T|| ||T|| ||T|| NOT actually, you don't. Bye bye indeed. Go take your drama elsewhere. ||P||"
@kath_patel We're counting on it! :) ^MM,1,||T|| We're counting on it! ||P|| ^MM
Miss my boyfriend :(,0,Miss my boyfriend ||N||
@fivedorkz why omg :-(,0,||T|| why omg ||N||
happinessss~!! :))  https://t.co/slOn63OUeS,1,happinesss~!! ||P|| ) ||U||
Heyyyyy i wanted to see yeols solo danceeeeee :((((((((((((((,0,Heyyy i wanted to see yeols solo danceee ||N|| (((
@LiLGeekette but that is the point. Because it is YOLO I sort of die when lactose is in me... Ugh like 3 months pregnant bloating :(,0,||T|| but that is the point. Because it is YOLO I sort of die when lactose is in me... Ugh like 3 months pregnant bloating ||N||
@itspatgonzales  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1,||T|| follow ||T|| &amp; ||U|| follow u back ||P||
#tracerequest with my homie dassy! Fwm! :D,1,#tracerequest with my homie dassy! Fwm! ||ExP||
i've been friends with steph and mel for the longest time im actually so sad i havent met them yet :(( i just want to hug them,0,i've been friends with steph and mel for the longest time im actually so sad i havent met them yet ||N|| ( i just want to hug them
"@dspdavey Gorgeous, Deborah! Good taste! :) You can use coupon code COLOURDEB for red, purple or blue here:  http://t.co/MXEKsnMvvX Thanks!!",1,"||T|| Gorgeous, Deborah! Good taste! ||P|| You can use coupon code COLOURDEB for red, purple or blue here: ||U|| Thanks!!"
"Hate when I can't remember my dreams, I love sharing them :(",0,"Hate when I NOT remember my dreams, I love sharing them ||N||"
Moviee Buddyyyy :(,0,Moviee Buddyyy ||N||
"@SILV3R I can also provide this, just pop over to my office and i'll provide the required service, with a smile! :D",1,"||T|| I can also provide this, just pop over to my office and i'll provide the required service, with a smile! ||ExP||"
new still :) http://t.co/hvs9S8zBIb,1,new still ||P|| ||U||
@ScottReevesFans where s his official account? :) couldnt find one.,1,||T|| where s his official account? ||P|| couldnt find one.
I want Yongbe green suede supreme hat :(,0,I want Yongbe green suede supreme hat ||N||
Naw I'm really scared he gone think I'm crazy. I'm not gonna be able to sleep tonight :(,0,Naw I'm really scared he gone think I'm crazy. I'm NOT gonna be able to sleep tonight ||N||
My nose and forehead are peeling :(,0,My nose and forehead are peeling ||N||
"@AsdaServiceTeam i won't be made a fool of again , if it is like that i will ask her to make me another one :(",0,"||T|| i NOT be made a fool of again , if it is like that i will ask her to make me another one ||N||"
"@EvaMcL3 That's shocking!
Why can't people just live &amp; let live?
Sometimes I despair of this world! :(
Hope you're OK.",0,||T|| That's shocking! Why NOT people just live &amp; let live? Sometimes I despair of this world! ||N|| Hope you're OK.
@narrhallamarsch Good Flight! :),1,||T|| Good Flight! ||P||
"@Worthless_Bums SM1 wasn't that bad. I mean, I only got mutilated by a robot that shot through a wall I didn't know could be destroyed...&gt;:(",0,"||T|| SM1 NOT that bad. I mean, I only got mutilated by a robot that shot through a wall I NOT know could be destroyed...&gt; ||N||"
"@chingyapp hmmm, i think night better :)",1,"||T|| hmmm, i think night better ||P||"
"@CarmelSepuloni v. cute, Carmel. Thanks for all your great work :)",1,"||T|| v. cute, Carmel. Thanks for all your great work ||P||"
"Bored, puking and delirious from no sleep :-( motilium are a pack of Shite, no use at all.  I'm also grumpy..... &gt;:(",0,"Bored, puking and delirious from NOT sleep ||N|| motilium are a pack of Shite, NOT use at all. I'm also grumpy... &gt; ||N||"
@_GetUpAndTry same :(,0,||T|| same ||N||
@marlenejazmyne idk :-( maybe because I think boobs are more fun to play with,0,||T|| idk ||N|| maybe because I think boobs are more fun to play with
@4ndypyro sad story broh :(,0,||T|| sad story broh ||N||
I just wanna go to your house rn and give you a big big hug. :(((,0,I just wanna go to your house rn and give you a big big hug. ||N|| ((
"I really need a miracle happen today :( 
4th win please..",0,I really need a miracle happen today ||N|| 4th win please..
@DarkSkinnedToni burning rn like this is so tragic :(((,0,||T|| burning rn like this is so tragic ||N|| ((
lost all the excitement for my birthday :-(,0,lost all the excitement for my birthday ||N||
@LittleMix have fun in Germany :( I can't be there 😭,0,||T|| have fun in Germany ||N|| I NOT be there 😭
@_eshaaax I missed youuu too :((,0,||T|| I missed youuu too ||N|| (
@martyabbott936 @HomewoodSteve @Dazz747 @Eddie_Aviation @plane_spotters @pilotsimon208 @NicolaNeyhaul @thispiggy Thanks Marty. Gd weekend :),1,||T|| ||T|| ||T|| ||T|| ||T|| ||T|| ||T|| ||T|| Thanks Marty. Gd weekend ||P||
Is this love? :(,0,Is this love? ||N||
Only the good things :),1,Only the good things ||P||
When your connect leaves a company and they don't alert you :(,0,When your connect leaves a company and they don't alert you ||N||
Univesity of Architecture!!! Im coming my dear :D !!,1,Univesity of Architecture!!! Im coming my dear ||ExP|| !!
"@justinbieber if u see this, can u follow me? I'm waiting so long :(",0,"||T|| if u see this, can u follow me? I'm waiting so long ||N||"
@girl_communism I can't see that tweet :(,0,||T|| I NOT see that tweet ||N||
@WeeklyChris  Hello! ... :(,0,||T|| Hello! ... ||N||
"so upset I'm not going in november man, I hope there's going to be a next time in the UK :(",0,"so upset I'm NOT going in november man, I hope there's going to be a next time in the UK ||N||"
"@mohsinmalvi19 @wishrajpoot @DrAzharAliKhan Nothing except lie, fraud, double cross, diplomacy, survival of fittest, zero tolerant..... :(",0,"||T|| ||T|| ||T|| Nothing except lie, fraud, double cross, diplomacy, survival of fittest, zero tolerant... ||N||"
